code,country_en,country_cn,year,JR,entry_exit,capvol,mafdi,cwtfp,tfp_gr,lp_gr,bp_disp,scc,hitech,PMR,EPL,INSOLV,FDI,EFW,gdp_pc,PMR_inv,EPL_inv,capvol_inv,bp_disp_inv,n_JR,n_entry_exit,n_mafdi,n_capvol_inv,n_cwtfp,n_tfp_gr,n_lp_gr,n_bp_disp_inv,n_scc,n_hitech,n_PMR_inv,n_EPL_inv,n_INSOLV,n_FDI,n_EFW,SI1_JR,SI2_ENT,SI3_CAPVOL,SI4_MAFDI,SI5_TFP,SI6_TFPGR,SI7_LPGR,SI8_BPDISP,SI9_SCC,SI10_HITECH,SI11_PMR,SI12_EPL,SI13_INSOLV,SI14_FDI,SI15_EFW,P1_labor,P2_capital,P3_quality,P4_upgrade,P5_regul,P6_fin,D1_process,D2_outcome,D3_institution,RE_geom,RE_arith,RE_hs_ratio,RE_BoD_2023,RE_MC_median,RE_MC_p05,RE_MC_p95,RE_MC_ci_width,rank_by_year
ARG,Argentina,阿根廷,2010,20.45,10.1,9.71,2.4,0.6751,-0.84,-0.8,0.8013,0.147,0.0939,1.97,3.0,0.445,0.465,5.54,7682.0,1.2300000000000002,0.5,2.289999999999999,0.1987,0.4530481400437636,0.4645820189274448,0.23970737913486,0.1286640711902112,0.5410509397984201,0.40915303430079153,0.18651292246520876,0.35323529411764715,0.24101845819761125,0.2673034953111678,0.5179128205128206,0.07734972677595636,0.342671974522293,0.3552749244712991,0.19179411764705895,0.4530481400437636,0.4645820189274448,0.1286640711902112,0.23970737913486,0.5410509397984201,0.40915303430079153,0.18651292246520876,0.35323529411764715,0.24101845819761125,0.2673034953111678,0.5179128205128206,0.07734972677595636,0.342671974522293,0.3552749244712991,0.19179411764705895,0.4576269261649824,0.17561812917186703,0.35500374998842327,0.25120717375334967,0.25864487419133747,0.27763412563587536,0.3119856942997147,0.3200167200463362,0.2651386347983829,0.30015900478216223,0.3011439867479637,0.05754963514307705,0.3761216686653602,0.29914959589642187,0.2817692704939352,0.3121077156862449,0.030338445192309715,17
ARG,Argentina,阿根廷,2011,20.4,10.11,9.13,1.99,0.6718,-0.69,-0.71,0.7895,0.077,0.093,1.99,3.01,0.44,0.46,5.49,7930.0,1.2100000000000002,0.4900000000000002,2.869999999999999,0.21050000000000002,0.45086433260393866,0.46536908517350156,0.18764885496183203,0.19305116796440477,0.536565241078725,0.4289023746701847,0.195441351888668,0.3689434440442845,0.20309229098805645,0.2634748508098891,0.5076769230769231,0.07189617486338816,0.3347261146496815,0.34773716012084593,0.1771176470588237,0.45086433260393866,0.46536908517350156,0.19305116796440477,0.18764885496183203,0.536565241078725,0.4289023746701847,0.195441351888668,0.3689434440442845,0.20309229098805645,0.2634748508098891,0.5076769230769231,0.07189617486338816,0.3347261146496815,0.34773716012084593,0.1771176470588237,0.4566111788921746,0.19033084515538953,0.36569788393060465,0.22537810870665562,0.24926056979697397,0.26549441859121004,0.32175965998312367,0.3162708983582644,0.2548262819373306,0.2979589508954646,0.299484141919442,0.058311224644891135,0.3761216686653602,0.29743656863073364,0.27536349333303195,0.31371875724413817,0.03835526391110622,18
ARG,Argentina,阿根廷,2012,20.35,9.87,9.72,1.4,0.6686,-1.0,-0.66,0.8324,-0.115,0.1012,2.01,3.01,0.435,0.455,5.44,8177.0,1.1900000000000004,0.4900000000000002,2.2799999999999994,0.16759999999999997,0.44868052516411383,0.44647949526813874,0.11273536895674298,0.1275539488320355,0.5322154726232634,0.3880870712401055,0.20040159045725645,0.3118350006669335,0.09906623235613463,0.29835805626598455,0.4974410256410258,0.07189617486338816,0.32678025477707007,0.34019939577039277,0.16244117647058848,0.44868052516411383,0.44647949526813874,0.1275539488320355,0.11273536895674298,0.5322154726232634,0.3880870712401055,0.20040159045725645,0.3118350006669335,0.09906623235613463,0.29835805626598455,0.4974410256410258,0.07189617486338816,0.32678025477707007,0.34019939577039277,0.16244117647058848,0.4477988141305101,0.1199159767648541,0.34619341706025575,0.15397510024516523,0.24546247995020073,0.25311540233214636,0.26436294618419354,0.2714927974212644,0.24811431809271606,0.262155544949997,0.2623402982515786,0.04096878953650376,0.3761216686653602,0.26148793105731427,0.2547143108423411,0.26698151788323554,0.012267207040894457,19
ARG,Argentina,阿根廷,2013,20.3,9.94,10.34,1.37,0.6654,-0.94,-0.73,0.8038,-0.072,0.0887,2.03,3.02,0.43,0.45,5.39,8425.0,1.1700000000000004,0.48,1.6600000000000001,0.19620000000000004,0.4464967177242889,0.45198895899053626,0.10892620865139949,0.05872636262513901,0.5278657041678017,0.3959868073878628,0.19345725646123263,0.3499072962518342,0.12236373507057545,0.24518243819266836,0.48720512820512835,0.06644262295081974,0.3188343949044586,0.3326616314199396,0.14776470588235296,0.4464967177242889,0.45198895899053626,0.05872636262513901,0.10892620865139949,0.5278657041678017,0.3959868073878628,0.19345725646123263,0.3499072962518342,0.12236373507057545,0.24518243819266836,0.48720512820512835,0.06644262295081974,0.3188343949044586,0.3326616314199396,0.14776470588235296,0.44868555995701787,0.07998024774057429,0.3520578797110809,0.1615799163081384,0.23598713115822392,0.24045284131802563,0.2250911156519372,0.27870583550802186,0.23754061585252076,0.24916514748523666,0.25027185365454613,0.035594696829595956,0.3761216686653602,0.2455293100878822,0.2338526212876483,0.2619195406686996,0.028066919381051297,20
ARG,Argentina,阿根廷,2014,20.25,10.1,9.13,2.06,0.6622,-1.06,-0.96,0.7959,-0.053,0.1023,2.05,3.02,0.425,0.445,5.34,8673.0,1.1500000000000004,0.48,2.869999999999999,0.20409999999999995,0.4443129102844639,0.4645820189274448,0.19653689567430022,0.19305116796440477,0.5235159357123401,0.38018733509234826,0.17064015904572566,0.36042376950780314,0.13265798045602606,0.30303751065643647,0.4769692307692309,0.06644262295081974,0.3108885350318471,0.32512386706948637,0.13308823529411773,0.4443129102844639,0.4645820189274448,0.19305116796440477,0.19653689567430022,0.5235159357123401,0.38018733509234826,0.17064015904572566,0.36042376950780314,0.13265798045602606,0.30303751065643647,0.4769692307692309,0.06644262295081974,0.3108885350318471,0.32512386706948637,0.13308823529411773,0.45231221710777925,0.194786234775515,0.33889204916997134,0.18460292785350849,0.23222639906681938,0.22744960016347018,0.3229135700565383,0.28243241614782094,0.23054321455259372,0.27664154964001986,0.27901000184186797,0.051541953749905556,0.3761216686653602,0.27708052555887475,0.252079397923208,0.29934993403913296,0.047270536115924966,20
ARG,Argentina,阿根廷,2015,20.2,9.69,10.12,1.62,0.6589,-0.79,-1.04,0.7567,0.1,0.0973,2.07,3.03,0.42,0.44,5.29,8921.0,1.1300000000000003,0.4700000000000002,1.8800000000000008,0.24329999999999996,0.44212910284463885,0.4323123028391167,0.14066921119592876,0.0831490545050056,0.5190302369926452,0.4157361477572559,0.16270377733598412,0.41260677604375084,0.21555374592833879,0.28176726342710995,0.46673333333333344,0.06098907103825154,0.3029426751592356,0.3175861027190332,0.11841176470588248,0.44212910284463885,0.4323123028391167,0.0831490545050056,0.14066921119592876,0.5190302369926452,0.4157361477572559,0.16270377733598412,0.41260677604375084,0.21555374592833879,0.28176726342710995,0.46673333333333344,0.06098907103825154,0.3029426751592356,0.3175861027190332,0.11841176470588248,0.4381759125213806,0.10815041335522681,0.35092873001900143,0.23993276469285552,0.22264414042820765,0.21403009059061207,0.2503804256091552,0.3130978712060946,0.21959048490553332,0.26323050274911103,0.2662304216368444,0.04403120607100493,0.3761216686653602,0.2578947631326982,0.23719051306845276,0.2850403365189906,0.047849823450537815,20
ARG,Argentina,阿根廷,2016,20.15,9.95,9.69,1.42,0.6557,-1.0,-1.04,0.7997,0.21,0.0898,2.09,3.03,0.415,0.435,5.24,9169.0,1.1100000000000003,0.4700000000000002,2.3100000000000005,0.20030000000000003,0.4399452954048139,0.452776025236593,0.11527480916030532,0.13088431590656285,0.5146804685371833,0.3880870712401055,0.16270377733598412,0.35536521275176747,0.27515200868621065,0.2498618925831202,0.456497435897436,0.06098907103825154,0.29499681528662414,0.31004833836858003,0.10373529411764723,0.4399452954048139,0.452776025236593,0.13088431590656285,0.11527480916030532,0.5146804685371833,0.3880870712401055,0.16270377733598412,0.35536521275176747,0.27515200868621065,0.2498618925831202,0.456497435897436,0.06098907103825154,0.29499681528662414,0.31004833836858003,0.10373529411764723,0.44503336879438393,0.12283185473730394,0.3339473421251558,0.26474247380047694,0.2189253943909757,0.20009132585001368,0.26592547847846393,0.31147391430422333,0.21213991142223246,0.2647179384705298,0.2680091826918982,0.04632848522324839,0.3761216686653602,0.26087091527746376,0.23514155603417952,0.28662796800148155,0.051486411967302026,20
ARG,Argentina,阿根廷,2017,20.1,9.72,9.6,0.85,0.6525,-0.98,-0.95,0.801,0.078,0.1011,2.11,3.04,0.41,0.43,5.19,9416.0,1.0900000000000003,0.45999999999999996,2.4000000000000004,0.19899999999999995,0.4377614879649891,0.4346735015772871,0.04290076335877861,0.14087541713014462,0.5103307000817215,0.3907203166226913,0.17163220675944335,0.35363465386154463,0.20363409337676436,0.2979326513213981,0.4462615384615386,0.05553551912568311,0.28705095541401265,0.30251057401812687,0.089058823529412,0.4377614879649891,0.4346735015772871,0.14087541713014462,0.04290076335877861,0.5103307000817215,0.3907203166226913,0.17163220675944335,0.35363465386154463,0.20363409337676436,0.2979326513213981,0.4462615384615386,0.05553551912568311,0.28705095541401265,0.30251057401812687,0.089058823529412,0.4365236695975877,0.0777409990504982,0.3378179070844786,0.23711418479863336,0.20921592221113033,0.18548770051567645,0.21890955867280076,0.3037841617404496,0.20058426783655664,0.24310535697771166,0.24736181264898705,0.036957138692143066,0.3761216686653602,0.23608280993693828,0.21517921383785502,0.26866291100459877,0.053483697166743754,20
ARG,Argentina,阿根廷,2018,20.05,10.24,9.16,0.53,0.6492,-0.87,-0.83,0.787,0.033,0.1055,2.13,3.04,0.405,0.425,5.14,9664.0,1.0700000000000003,0.45999999999999996,2.84,0.21299999999999997,0.43557768052516416,0.47560094637223976,0.0022697201017811714,0.1897208008898776,0.5058450013620268,0.40520316622691294,0.18353677932405568,0.3722714419100974,0.17925298588490768,0.31665046888320536,0.4360256410256411,0.05553551912568311,0.27910509554140134,0.29497280966767364,0.07438235294117648,0.43557768052516416,0.47560094637223976,0.1897208008898776,0.0022697201017811714,0.5058450013620268,0.40520316622691294,0.18353677932405568,0.3722714419100974,0.17925298588490768,0.31665046888320536,0.4360256410256411,0.05553551912568311,0.27910509554140134,0.29497280966767364,0.07438235294117648,0.45116609469986274,0.020751219614899223,0.34932218444132895,0.2250670369182984,0.20554475165526037,0.17000322334199922,0.13164953320508205,0.3061624221773787,0.19233094230885125,0.2067384704966353,0.21965911152513146,0.022297300378682324,0.3761216686653602,0.19755344441426048,0.16071840563872447,0.24749121368311408,0.08677280804438961,20
ARG,Argentina,阿根廷,2019,20.0,10.29,9.61,1.99,0.646,-0.72,-0.85,0.7726,-0.073,0.0949,2.15,3.05,0.4,0.42,5.09,9912.0,1.0500000000000003,0.4500000000000002,2.3900000000000006,0.22740000000000005,0.43339387308533917,0.4795362776025236,0.18764885496183203,0.13976529477196886,0.5014952329065651,0.424952506596306,0.1815526838966203,0.39144070961718036,0.12182193268186751,0.2715575447570332,0.4257897435897437,0.05008196721311492,0.2711592356687898,0.28743504531722047,0.05970588235294124,0.43339387308533917,0.4795362776025236,0.13976529477196886,0.18764885496183203,0.5014952329065651,0.424952506596306,0.1815526838966203,0.39144070961718036,0.12182193268186751,0.2715575447570332,0.4257897435897437,0.05008196721311492,0.2711592356687898,0.28743504531722047,0.05970588235294124,0.45129263660278146,0.1619468972452479,0.355180413026158,0.1678726864665644,0.19568151972462997,0.15329594930309343,0.29951874077088947,0.28366667472179685,0.17965657496802576,0.2514105292038993,0.2572192646103933,0.046674426398329596,0.3761216686653602,0.25070873551321393,0.21221342139705296,0.28117724288279106,0.0689638214857381,20
ARG,Argentina,阿根廷,2020,24.95,12.26,10.54,1.91,0.6299,-3.94,-2.67,0.777,0.04,0.1114,2.17,3.06,0.395,0.415,5.04,9804.0,1.0300000000000002,0.43999999999999995,1.4600000000000009,0.22299999999999998,0.6495908096280087,0.6345883280757099,0.17749109414758266,0.03652391546162406,0.4796104603650232,0.001,0.001,0.3855834333733494,0.18304560260586317,0.3417493606138107,0.4155538461538462,0.04462841530054648,0.2632133757961783,0.2798972809667673,0.045029411764706,0.6495908096280087,0.6345883280757099,0.03652391546162406,0.17749109414758266,0.4796104603650232,0.001,0.001,0.3855834333733494,0.18304560260586317,0.3417493606138107,0.4155538461538462,0.04462841530054648,0.2632133757961783,0.2798972809667673,0.045029411764706,0.6435477186664939,0.08051502790061904,0.02096477796393695,0.23497338013175734,0.18553538459374308,0.13477139298165156,0.2802200667363347,0.04328613268279413,0.16589625711504571,0.11343322001180911,0.1511493502285318,0.006613389802068166,0.3761216686653602,0.12840522092095694,0.07388987024077223,0.19767334480350932,0.12378347456273708,20
ARG,Argentina,阿根廷,2021,17.9,8.58,10.19,1.36,0.6395,-1.15,0.18,0.7654,-0.039,0.1051,2.19,3.06,0.39,0.41,4.99,10408.0,1.0100000000000002,0.43999999999999995,1.8100000000000005,0.23460000000000003,0.3416739606126914,0.3449479495268139,0.10765648854961832,0.07537819799777531,0.4926597657314083,0.3683377308707124,0.2837335984095428,0.4010253434707217,0.14024321389793704,0.3149488491048593,0.4053179487179488,0.04462841530054648,0.2552675159235669,0.27235951661631413,0.030352941176470753,0.3416739606126914,0.3449479495268139,0.07537819799777531,0.10765648854961832,0.4926597657314083,0.3683377308707124,0.2837335984095428,0.4010253434707217,0.14024321389793704,0.3149488491048593,0.4053179487179488,0.04462841530054648,0.2552675159235669,0.27235951661631413,0.030352941176470753,0.34297981065578625,0.09008302897681872,0.38299026608037023,0.19383184236034545,0.18201217517709725,0.1132311309167642,0.20091775923915545,0.31221872976227655,0.15415347939124432,0.22134773295048546,0.23140886349403056,0.033984563112887486,0.3761216686653602,0.21254096662635438,0.1799070016433828,0.25917675999982864,0.07926975835644584,20
ARG,Argentina,阿根廷,2022,19.85,10.29,9.76,1.09,0.6363,-1.0,-0.76,0.7617,0.149,0.1005,2.21,3.06,0.385,0.405,4.94,10655.0,0.9900000000000002,0.43999999999999995,2.24,0.23829999999999996,0.4268424507658644,0.4795362776025236,0.07337404580152672,0.12311345939933258,0.48830999727594665,0.3880870712401055,0.19048111332007953,0.40595078031212484,0.24210206297502712,0.29538022165387895,0.3950820512820513,0.04462841530054648,0.2473216560509554,0.264821752265861,0.015676470588235507,0.4268424507658644,0.4795362776025236,0.12311345939933258,0.07337404580152672,0.48830999727594665,0.3880870712401055,0.19048111332007953,0.40595078031212484,0.24210206297502712,0.29538022165387895,0.3950820512820513,0.04462841530054648,0.2473216560509554,0.264821752265861,0.015676470588235507,0.4471869795287127,0.09504384571738997,0.351154820620436,0.2621510846184164,0.17845840352476666,0.08548137704207634,0.24069279507401936,0.3216729500600947,0.13792852143153225,0.22871832828226654,0.24225557497570338,0.041579693551394875,0.3761216686653602,0.22236287683220413,0.17525163211789144,0.2718766777120885,0.09662504559419707,20
ARG,Argentina,阿根廷,2023,19.8,10.04,9.97,1.11,0.6331,-1.11,-0.58,0.7253,0.064,0.0823,2.23,3.07,0.38,0.4,4.89,10903.0,0.9700000000000002,0.43000000000000016,2.0299999999999994,0.27470000000000006,0.4246586433260394,0.4598596214511041,0.07591348600508907,0.09980088987764171,0.48396022882048495,0.3736042216358839,0.20833797216699804,0.45440642923836216,0.1960488599348534,0.2179565217391304,0.38484615384615395,0.0391748633879783,0.23937579617834395,0.2572839879154079,0.001,0.4246586433260394,0.4598596214511041,0.09980088987764171,0.07591348600508907,0.48396022882048495,0.3736042216358839,0.20833797216699804,0.45440642923836216,0.1960488599348534,0.2179565217391304,0.38484615384615395,0.0391748633879783,0.23937579617834395,0.2572839879154079,0.001,0.43840357983017275,0.08704156166465415,0.3628497660709955,0.20453448430217044,0.1681671554587247,0.027941367357526482,0.22962286155228326,0.30551937380643696,0.08972602848543645,0.19417601012350869,0.21801241653389072,0.036724697043049724,0.3761216686653602,0.1886685022968565,0.13042903067359451,0.24867920262462473,0.11825017195103021,20
